"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G54950",33.8481816369864,-5.61184746623854,0.786565733358838,-7.13461981400399,9.70550425476711e-13,8.92414973501624e-11
"AT1G55730",535.349289733062,0.263730219890001,0.133755046921922,1.97174032650858,0.0486392575740643,0.185275350438601
"AT1G07310",884.488161788434,0.0617874693135041,0.177944763742522,0.347228364656505,0.72841976302942,0.883046181199677
"AT1G77230",103.424895999829,-0.117266157458017,0.225614741867139,-0.519762833259689,0.603228886952405,0.813261810471839
"AT1G52400",1251.25357632346,1.35951916985761,0.685240649147785,1.98400251291047,0.0472555597956341,0.181996026575398
"AT1G16430",52.5418776847364,0.0324885078580315,0.27709192122051,0.117248123709017,0.906663432668181,0.963617319776872
"AT1G27752",962.600626660442,-0.00518298539900233,0.128484186806953,-0.0403394808949506,0.967822478178967,0.987720106986187
"AT1G14880",2.93329409938306,3.0997871809839,1.58613277956817,1.95430497428332,0.0506651609413294,0.190295619998871
"AT1G11190",268.858650382051,0.600034044680516,0.436359116148432,1.37509226340171,0.169102842599178,0.411925904976669
"AT1G43100",0,NA,NA,NA,NA,NA
"AT1G26650",273.735112464311,0.16459497083295,0.159773740937814,1.03017535839642,0.302927694952259,0.572925368870868
"AT1G54420",0,NA,NA,NA,NA,NA
"AT1G34640",16.8665773272549,0.651227537634439,0.450349372874587,1.44604961582969,0.148163286018036,0.379652618724902
"AT1G50310",34.8720545567082,0.0684022773606648,0.442092390003912,0.154723942115492,0.877038954210209,0.951435329059582
"AT1G49430",873.52668622955,0.777628125571338,0.255392937524299,3.0448301864156,0.00232811720433523,0.019520711857204
"AT1G74240",142.831416335829,0.0891436413123741,0.242907117996702,0.366986533978738,0.713629062614471,0.876135466619412
"AT1G01760",101.005568317777,-0.439191375271779,0.241007479967544,-1.82231429219924,0.0684073108271,0.232128950100306
"AT1G61160",0,NA,NA,NA,NA,NA
"AT1G47480",707.735543964308,0.305956393761783,0.174102003555237,1.75733987842772,0.0788598943671582,0.253076105642628
"AT1G65820",1734.09677745478,0.35775437138238,0.115511759000632,3.0971251280177,0.00195407372242246,0.0169721700115704
"AT1G22900",2.23377862514437,-2.46359787518469,1.7667087303614,-1.39445616181493,0.163179898739863,NA
"AT1G76820",156.21937016948,-0.0417896332522131,0.190538143495155,-0.219324238630864,0.826397481820846,0.931303635806017
"AT1G52080",199.985573032274,0.30262469030848,0.178376463914689,1.69655056315734,0.0897816630451058,0.275760676684841
"AT1G35180",7.69885387046823,1.11662541059542,0.698310994130593,1.59903742026234,0.109812288186096,0.314830862274884
"AT1G30070",378.237376801207,0.0517334004141457,0.199971039308193,0.258704463371893,0.795863275506609,0.917642989409525
"AT1G35210",310.155421214938,-0.176142601170478,0.232417684327698,-0.757870906768544,0.448528268548509,0.70476083554756
"AT1G10410",953.340188036681,-0.011995767882609,0.157488368834673,-0.0761692306001457,0.939284461976801,0.977664009616085
"AT1G73740",249.725430936527,0.20429400474973,0.235687031796906,0.866802060309249,0.386050473046513,0.652180285167602
"AT1G53350",275.460299417573,-0.0581406220909442,0.172257515791721,-0.337521540489665,0.735723776868807,0.887076772088494
"AT1G34110",626.906391418932,-0.43787488423927,0.13318122860986,-3.28781232017296,0.00100969125526933,0.0100517093809179
"AT1G17240",32.2565463175698,-0.973917504789151,0.345982185532375,-2.81493540856894,0.00487870385146511,0.0342846547343204
"AT1G61730",940.34148404701,0.0809110526003715,0.119470286841054,0.677248332951755,0.498248406319726,0.742066687854311
"AT1G29260",379.22469981169,-0.0880683156553565,0.148962850092364,-0.591209926506844,0.554379772493206,0.781085149167385
"AT1G33890",3.05140225188345,-3.97511656390798,1.61434430081033,-2.46237222252567,0.0138021343098225,0.07526929701693
